title,keywords,group,link,pdf,abstract
50. Situation Calculus as Answer Set Programming,,,https://ojs.aaai.org/index.php/AAAI/article/view/7601,,
51. In Defense of Large Qualitative Calculi,,,https://ojs.aaai.org/index.php/AAAI/article/view/7594,,
52. Topological Relations between Convex Regions,,,https://ojs.aaai.org/index.php/AAAI/article/view/7586,,
53. Automated Program Debugging Via Multiple Predicate Switching,,,https://ojs.aaai.org/index.php/AAAI/article/view/7591,,
54. A Belief Revision Framework for Revising Epistemic States with Partial Epistemic States,,,https://ojs.aaai.org/index.php/AAAI/article/view/7585,,
55. Inducing Probability Distributions from Knowledge Bases with (In)dependence Relations,,,https://ojs.aaai.org/index.php/AAAI/article/view/7588,,
56. A Lower Bound on the Size of Decomposable Negation Normal Form,,,https://ojs.aaai.org/index.php/AAAI/article/view/7600,,
57. Soundness Preserving Approximation for TBox Reasoning,,,https://ojs.aaai.org/index.php/AAAI/article/view/7602,,
58. Dominance Testing via Model Checking,,,https://ojs.aaai.org/index.php/AAAI/article/view/7599,,
59. An Inconsistency-Tolerant Approach to Information Merging Based on Proposition Relaxation,,,https://ojs.aaai.org/index.php/AAAI/article/view/7583,,
60. A New Approach to Knowledge Base Revision in DL-Lite,,,https://ojs.aaai.org/index.php/AAAI/article/view/7593,,
61. Decidable Fragments of First-Order Language Under Stable Model Semantics and Circumscription,,,https://ojs.aaai.org/index.php/AAAI/article/view/7590,,
62. Latent Variable Model for Learning in Pairwise Markov Networks,,,https://ojs.aaai.org/index.php/AAAI/article/view/7691,,
63. Myopic Policies for Budgeted Optimization with Constrained Experiments,,,https://ojs.aaai.org/index.php/AAAI/article/view/7668,,
64. Assisting Users with Clustering Tasks by Combining Metric Learning and Classification,,,https://ojs.aaai.org/index.php/AAAI/article/view/7694,,
65. The Induction and Transfer of Declarative Bias,,,https://ojs.aaai.org/index.php/AAAI/article/view/7673,,
66. Adaptive Transfer Learning,,,https://ojs.aaai.org/index.php/AAAI/article/view/7682,,
67. G-Optimal Design with Laplacian Regularization,,,https://ojs.aaai.org/index.php/AAAI/article/view/7672,,
68. What if the Irresponsible Teachers Are Dominating-,,,https://ojs.aaai.org/index.php/AAAI/article/view/7656,,
69. Learning Spatial-Temporal Varying Graphs with Applications to Climate Data Analysis,,,https://ojs.aaai.org/index.php/AAAI/article/view/7658,,
70. Properties of Bayesian Dirichlet Scores to Learn Bayesian Network Structures,,,https://ojs.aaai.org/index.php/AAAI/article/view/7663,,
71. Interactive Learning Using Manifold Geometry,,,https://ojs.aaai.org/index.php/AAAI/article/view/7688,,
72. Learning Discriminative Piecewise Linear Models with Boundary Points,,,https://ojs.aaai.org/index.php/AAAI/article/view/7660,,
73. Facial Age Estimation by Learning from Label Distributions,,,https://ojs.aaai.org/index.php/AAAI/article/view/7657,,
74. Exact Algorithms and Experiments for Hierarchical Tree Clustering,,,https://ojs.aaai.org/index.php/AAAI/article/view/7684,,
75. A Topic Model for Linked Documents and Update Rules for its Estimation,,,https://ojs.aaai.org/index.php/AAAI/article/view/7687,,
76. Multi-Task Sparse Discriminant Analysis (MtSDA) with Overlapping Categories,,,https://ojs.aaai.org/index.php/AAAI/article/view/7692,,
77. Two-Stage Sparse Representation for Robust Recognition on Large-Scale Database,,,https://ojs.aaai.org/index.php/AAAI/article/view/7654,,
78. Reinforcement Learning Via Practice and Critique Advice,,,https://ojs.aaai.org/index.php/AAAI/article/view/7690,,
79. Structure Learning for Markov Logic Networks with Many Descriptive Attributes,,,https://ojs.aaai.org/index.php/AAAI/article/view/7685,,
80. The Genetic Algorithm as a General Diffusion Model for Social Networks,,,https://ojs.aaai.org/index.php/AAAI/article/view/7677,,
81. Cost-Sensitive Semi-Supervised Support Vector Machine,,,https://ojs.aaai.org/index.php/AAAI/article/view/7661,,
82. Non-Negative Matrix Factorization with Constraints,,,https://ojs.aaai.org/index.php/AAAI/article/view/7681,,
83. Gaussian Mixture Model with Local Consistency,,,https://ojs.aaai.org/index.php/AAAI/article/view/7659,,
84. Constrained Metric Learning Via Distance Gap Maximization,,,https://ojs.aaai.org/index.php/AAAI/article/view/7701,,
85. Multilinear Maximum Distance Embedding Via L1-Norm Optimization,,,https://ojs.aaai.org/index.php/AAAI/article/view/7678,,
86. Learning Causal Models of Relational Domains,,,https://ojs.aaai.org/index.php/AAAI/article/view/7695,,
87. Non-Metric Locality-Sensitive Hashing,,,https://ojs.aaai.org/index.php/AAAI/article/view/7683,,
88. A Two-Dimensional Topic-Aspect Model for Discovering Multi-Faceted Topics,,,https://ojs.aaai.org/index.php/AAAI/article/view/7669,,
89. Non-I.I.D. Multi-Instance Dimensionality Reduction by Learning a Maximum Bag Margin Subspace,,,https://ojs.aaai.org/index.php/AAAI/article/view/7653,,
90. Conformal Mapping by Computationally Efficient Methods,,,https://ojs.aaai.org/index.php/AAAI/article/view/7676,,
91. Bayesian Matrix Factorization with Side Information and Dirichlet Process Mixtures,,,https://ojs.aaai.org/index.php/AAAI/article/view/7686,,
92. Semi-Supervised Dimension Reduction for Multi-Label Classification,,,https://ojs.aaai.org/index.php/AAAI/article/view/7693,,
93. Non-Negative Matrix Factorization Clustering on Multiple Manifolds,,,https://ojs.aaai.org/index.php/AAAI/article/view/7664,,
94. Constrained Coclustering for Textual Documents,,,https://ojs.aaai.org/index.php/AAAI/article/view/7680,,
95. Multi-Instance Dimensionality Reduction,,,https://ojs.aaai.org/index.php/AAAI/article/view/7700,,
96. Multi-Label Learning with Weak Label,,,https://ojs.aaai.org/index.php/AAAI/article/view/7699,,
97. Nonparametric Curve Extraction Based on Ant Colony System,,,https://ojs.aaai.org/index.php/AAAI/article/view/7665,,
98. Reinforcement Learning via AIXI Approximation,,,https://ojs.aaai.org/index.php/AAAI/article/view/7667,,
99. Integrating Sample-Based Planning and Model-Based Reinforcement Learning,,,https://ojs.aaai.org/index.php/AAAI/article/view/7689,,
100. Discriminant Laplacian Embedding,,,https://ojs.aaai.org/index.php/AAAI/article/view/7662,,
101. Bayesian Policy Search for Multi-Agent Role Discovery,,,https://ojs.aaai.org/index.php/AAAI/article/view/7679,,
102. Discovering Long Range Properties of Social Networks with Multi-Valued Time-Inhomogeneous Models,,,https://ojs.aaai.org/index.php/AAAI/article/view/7666,,
103. Smooth Optimization for Effective Multiple Kernel Learning,,,https://ojs.aaai.org/index.php/AAAI/article/view/7675,,
104. Dependence Minimizing Regression with Model Selection for Non-Linear Causal Inference under Non-Gaussian Noise,,,https://ojs.aaai.org/index.php/AAAI/article/view/7655,,
105. Local and Global Regressive Mapping for Manifold Learning with Out-of-Sample Extrapolation,,,https://ojs.aaai.org/index.php/AAAI/article/view/7696,,
106. Multitask Bregman Clustering,,,https://ojs.aaai.org/index.php/AAAI/article/view/7674,,
107. Transductive Learning on Adaptive Graphs,,,https://ojs.aaai.org/index.php/AAAI/article/view/7670,,
108. Multi-Task Active Learning with Output Constraints,,,https://ojs.aaai.org/index.php/AAAI/article/view/7698,,
109. Efficient Spectral Feature Selection with Minimum Redundancy,,,https://ojs.aaai.org/index.php/AAAI/article/view/7671,,
110. Gaussian Process Latent Random Field,,,https://ojs.aaai.org/index.php/AAAI/article/view/7697,,
111. Nonmanipulable Randomized Tournament Selections,,,https://ojs.aaai.org/index.php/AAAI/article/view/7613,,
112. Competing Schedulers,,,https://ojs.aaai.org/index.php/AAAI/article/view/7631,,
113. Probabilistic Possible Winner Determination,,,https://ojs.aaai.org/index.php/AAAI/article/view/7609,,
114. Coalitional Structure Generation in Skill Games,,,https://ojs.aaai.org/index.php/AAAI/article/view/7620,,
115. Transferable Utility Planning Games,,,https://ojs.aaai.org/index.php/AAAI/article/view/7605,,
116. Bypassing Combinatorial Protections- Polynomial-Time Algorithms for Single-Peaked Electorates,,,https://ojs.aaai.org/index.php/AAAI/article/view/7637,,
117. Private and Third-Party Randomization in Risk-Sensitive Equilibrium Concepts,,,https://ojs.aaai.org/index.php/AAAI/article/view/7634,,
118. An Approximate Subgame-Perfect Equilibrium Computation Technique for Repeated Games,,,https://ojs.aaai.org/index.php/AAAI/article/view/7623,,
119. Approximation Algorithms and Mechanism Design for Minimax Approval Voting,,,https://ojs.aaai.org/index.php/AAAI/article/view/7615,,
120. Voting Almost Maximizes Social Welfare Despite Limited Communication,,,https://ojs.aaai.org/index.php/AAAI/article/view/7622,,
121. A Distributed Algorithm for Optimising over Pure Strategy Nash Equilibria,,,https://ojs.aaai.org/index.php/AAAI/article/view/7610,,
"122. Truth, Justice, and Cake Cutting",,,https://ojs.aaai.org/index.php/AAAI/article/view/7621,,
123. Possible Winners when New Candidates Are Added- The Case of Scoring Rules,,,https://ojs.aaai.org/index.php/AAAI/article/view/7640,,
124. Cloning in Elections,,,https://ojs.aaai.org/index.php/AAAI/article/view/7606,,
125. Good Rationalizations of Voting Rules,,,https://ojs.aaai.org/index.php/AAAI/article/view/7607,,
126. Lifting Rationality Assumptions in Binary Aggregation,,,https://ojs.aaai.org/index.php/AAAI/article/view/7603,,
127. Intentions in Equilibrium,,,https://ojs.aaai.org/index.php/AAAI/article/view/7632,,
128. Security Games with Arbitrary Schedules- A Branch and Price Approach,,,https://ojs.aaai.org/index.php/AAAI/article/view/7611,,
129. Algorithms for Finding Approximate Formations in Games,,,https://ojs.aaai.org/index.php/AAAI/article/view/7635,,
130. Complexity of Computing Optimal Stackelberg Strategies in Security Resource Allocation Games,,,https://ojs.aaai.org/index.php/AAAI/article/view/7638,,
131. Stability and Incentive Compatibility in a Kernel-Based Combinatorial Auction,,,https://ojs.aaai.org/index.php/AAAI/article/view/7642,,
132. Facilitating the Evaluation of Automated Negotiators using Peer Designed Agents,,,https://ojs.aaai.org/index.php/AAAI/article/view/7614,,
133. Convergence to Equilibria in Plurality Voting,,,https://ojs.aaai.org/index.php/AAAI/article/view/7624,,
134. Envy Quotes and the Iterated Core-Selecting Combinatorial Auction,,,https://ojs.aaai.org/index.php/AAAI/article/view/7625,,
135. Can Approximation Circumvent Gibbard-Satterthwaite-,,,https://ojs.aaai.org/index.php/AAAI/article/view/7619,,
136. Trust Models and Con-Man Agents- From Mathematical to Empirical Analysis,,,https://ojs.aaai.org/index.php/AAAI/article/view/7604,,
137. Increasing Threshold Search for Best-Valued Agents,,,https://ojs.aaai.org/index.php/AAAI/article/view/7628,,
138. Approximate Coalition Structure Generation,,,https://ojs.aaai.org/index.php/AAAI/article/view/7636,,
139. Accounting Mechanisms for Distributed Work Systems,,,https://ojs.aaai.org/index.php/AAAI/article/view/7629,,
140. Asymmetric Spite in Auctions,,,https://ojs.aaai.org/index.php/AAAI/article/view/7618,,
141. A Decentralised Coordination Algorithm for Mobile Sensors,,,https://ojs.aaai.org/index.php/AAAI/article/view/7608,,
142. Urban Security- Game-Theoretic Resource Allocation in Networked Domains,,,https://ojs.aaai.org/index.php/AAAI/article/view/7612,,
143. Automated Channel Abstraction for Advertising Auctions,,,https://ojs.aaai.org/index.php/AAAI/article/view/7641,,
144. Fixing a Tournament,,,https://ojs.aaai.org/index.php/AAAI/article/view/7617,,
145. Beyond Equilibrium- Predicting Human Behavior in Normal-Form Games,,,https://ojs.aaai.org/index.php/AAAI/article/view/7644,,
146. Trial-Based Dynamic Programming for Multi-Agent Planning,,,https://ojs.aaai.org/index.php/AAAI/article/view/7616,,
147. Compilation Complexity of Common Voting Rules,,,https://ojs.aaai.org/index.php/AAAI/article/view/7627,,
148. Stackelberg Voting Games- Computational Aspects and Paradoxes,,,https://ojs.aaai.org/index.php/AAAI/article/view/7626,,
149. Multi-Agent Learning with Policy Prediction,,,https://ojs.aaai.org/index.php/AAAI/article/view/7639,,
150. Dynamic Auction- A Tractable Auction Procedure,,,https://ojs.aaai.org/index.php/AAAI/article/view/7633,,
151. Sequential Incremental-Value Auctions,,,https://ojs.aaai.org/index.php/AAAI/article/view/7643,,
152. Tolerable Manipulability in Dynamic Assignment without Money,,,https://ojs.aaai.org/index.php/AAAI/article/view/7630,,
153. Learning Simulation Control in General Game-Playing Agents,,,https://ojs.aaai.org/index.php/AAAI/article/view/7651,,
154. User-Specific Learning for Recognizing a Singers Intended Pitch,,,https://ojs.aaai.org/index.php/AAAI/article/view/7645,,
155. A Computational Model for Saliency Maps by Using Local Entropy,,,https://ojs.aaai.org/index.php/AAAI/article/view/7648,,
156. Grouping Strokes into Shapes in Hand-Drawn Diagrams,,,https://ojs.aaai.org/index.php/AAAI/article/view/7650,,
157. Symmetry Detection in General Game Playing,,,https://ojs.aaai.org/index.php/AAAI/article/view/7649,,
158. Generalized Task Markets for Human and Machine Computation,,,https://ojs.aaai.org/index.php/AAAI/article/view/7652,,
159. A General Game Description Language for Incomplete Information Games,,,https://ojs.aaai.org/index.php/AAAI/article/view/7647,,
160. A Temporal Proof System for General Game Playing,,,https://ojs.aaai.org/index.php/AAAI/article/view/7646,,
161. What Is an Opinion About- Exploring Political Standpoints Using Opinion Scoring Model,,,https://ojs.aaai.org/index.php/AAAI/article/view/7717,,
162. Automatic Attribution of Quoted Speech in Literary Narrative,,,https://ojs.aaai.org/index.php/AAAI/article/view/7720,,
163. Kernelized Sorting for Natural Language Processing,,,https://ojs.aaai.org/index.php/AAAI/article/view/7718,,
164. CAO- A Fully Automatic Emoticon Analysis System,,,https://ojs.aaai.org/index.php/AAAI/article/view/7715,,
165. Extracting Ontological Selectional Preferences for Non-Pertainym Adjectives from the Google Corpus,,,https://ojs.aaai.org/index.php/AAAI/article/view/7719,,
166. Forest-Based Semantic Role Labeling,,,https://ojs.aaai.org/index.php/AAAI/article/view/7716,,
167. Bidirectional Integration of Pipeline Models,,,https://ojs.aaai.org/index.php/AAAI/article/view/7714,,
168. Finite-State Controllers Based on Mealy Machines for Centralized and Decentralized POMDPs,,,https://ojs.aaai.org/index.php/AAAI/article/view/7748,,
169. Multi-Agent Plan Recognition- Formalization and Algorithms,,,https://ojs.aaai.org/index.php/AAAI/article/view/7746,,
170. Using Bisimulation for Policy Transfer in MDPs,,,https://ojs.aaai.org/index.php/AAAI/article/view/7751,,
171. To Max or Not to Max- Online Learning for Speeding Up Optimal Planning,,,https://ojs.aaai.org/index.php/AAAI/article/view/7741,,
172. An Analytic Characterization of Model Minimization in Factored Markov Decision Processes,,,https://ojs.aaai.org/index.php/AAAI/article/view/7743,,
173. Using Closed Captions as Supervision for Video Activity Recognition,,,https://ojs.aaai.org/index.php/AAAI/article/view/7738,,
174. PUMA- Planning Under Uncertainty with Macro-Actions,,,https://ojs.aaai.org/index.php/AAAI/article/view/7749,,
175. SAP Speaks PDDL,,,https://ojs.aaai.org/index.php/AAAI/article/view/7737,,
176. Structured Parameter Elicitation,,,https://ojs.aaai.org/index.php/AAAI/article/view/7744,,
177. SixthSense- Fast and Reliable Recognition of Dead Ends in MDPs,,,https://ojs.aaai.org/index.php/AAAI/article/view/7752,,
178. Planning in Dynamic Environments- Extending HTNs with Nonlinear Continuous Effects,,,https://ojs.aaai.org/index.php/AAAI/article/view/7753,,
179. Probabilistic Plan Recognition Using Off-the-Shelf Classical Planners,,,https://ojs.aaai.org/index.php/AAAI/article/view/7745,,
180. Robust Policy Computation in Reward-Uncertain MDPs Using Nondominated Policies,,,https://ojs.aaai.org/index.php/AAAI/article/view/7740,,
181. Recognizing Multi-Agent Activities from GPS Data,,,https://ojs.aaai.org/index.php/AAAI/article/view/7739,,
182. Symbolic Dynamic Programming for First-order POMDPs,,,https://ojs.aaai.org/index.php/AAAI/article/view/7747,,
183. Compressing POMDPs Using Locality Preserving Non-Negative Matrix Factorization,,,https://ojs.aaai.org/index.php/AAAI/article/view/7750,,
184. Relational Partially Observable MDPs,,,https://ojs.aaai.org/index.php/AAAI/article/view/7742,,
185. Simultaneous Elicitation of Preference Features and Utility,,,https://ojs.aaai.org/index.php/AAAI/article/view/7754,,
186. Decision-Theoretic Control of Crowd-Sourced Workflows,,,https://ojs.aaai.org/index.php/AAAI/article/view/7760,,
187. Respecting Markov Equivalence in Computing Posterior Probabilities of Causal Graphical Features,,,https://ojs.aaai.org/index.php/AAAI/article/view/7756,,
188. Informed Lifting for Message-Passing,,,https://ojs.aaai.org/index.php/AAAI/article/view/7759,,
189. Efficient Belief Propagation for Utility Maximization and Repeated Inference,,,https://ojs.aaai.org/index.php/AAAI/article/view/7762,,
190. Efficient Lifting for Online Probabilistic Inference,,,https://ojs.aaai.org/index.php/AAAI/article/view/7763,,
191. New Mini-Bucket Partitioning Heuristics for Bounding the Probability of Evidence,,,https://ojs.aaai.org/index.php/AAAI/article/view/7761,,
192. On the Use of Prime Implicates in Conformant Planning,,,https://ojs.aaai.org/index.php/AAAI/article/view/7757,,
193. Epsilon–First Policies for Budget–Limited Multi-Armed Bandits,,,https://ojs.aaai.org/index.php/AAAI/article/view/7758,,
194. DTProbLog- A Decision-Theoretic Probabilistic Prolog,,,https://ojs.aaai.org/index.php/AAAI/article/view/7755,,
195. Asynchronous Multi-Robot Patrolling against Intrusions in Arbitrary Topologies,,,https://ojs.aaai.org/index.php/AAAI/article/view/7733,,
196. Search-Based Path Planning with Homotopy Class Constraints,,,https://ojs.aaai.org/index.php/AAAI/article/view/7735,,
197. Design and Implementation of Two-level Synchronization for Interactive Music Robot,,,https://ojs.aaai.org/index.php/AAAI/article/view/7734,,
198. g-Planner- Real-time Motion Planning and Global Navigation using GPUs,,,https://ojs.aaai.org/index.php/AAAI/article/view/7732,,
199. A Single-Step Maximum A Posteriori Update for Bearing-Only SLAM,,,https://ojs.aaai.org/index.php/AAAI/article/view/7736,,
200. Saving Redundant Messages in BnB-ADOPT,,,https://ojs.aaai.org/index.php/AAAI/article/view/7768,,
201. An Optimization Variant of Multi-Robot Path Planning Is Intractable,,,https://ojs.aaai.org/index.php/AAAI/article/view/7767,,
202. Multi-Label Classification- Inconsistency and Class Balanced K-Nearest Neighbor,,,https://ojs.aaai.org/index.php/AAAI/article/view/7769,,
203. Fast Conditional Density Estimation for Quantitative Structure-Activity Relationships,,,https://ojs.aaai.org/index.php/AAAI/article/view/7494,,
204. Predicting Structural and Functional Sites in Proteins by Searching for Maximum-weight Cliques,,,https://ojs.aaai.org/index.php/AAAI/article/view/7495,,
205. A Cross-Entropy Method that Optimizes Partially Decomposable Problems- A New Way to Interpret NMR Spectra,,,https://ojs.aaai.org/index.php/AAAI/article/view/7496,,
206. A Fast Heuristic Search Algorithm for Finding the Longest Common Subsequence of Multiple Strings,,,https://ojs.aaai.org/index.php/AAAI/article/view/7493,,
207. GTPA- A Generative Model For Online Mentor-Apprentice Networks,,,https://ojs.aaai.org/index.php/AAAI/article/view/7506,,
208. Adopting Inference Networks for Online Thread Retrieval,,,https://ojs.aaai.org/index.php/AAAI/article/view/7521,,
209. Toward an Architecture for Never-Ending Language Learning,,,https://ojs.aaai.org/index.php/AAAI/article/view/7519,,
210. Visual Contextual Advertising- Bringing Textual Advertisements to Images,,,https://ojs.aaai.org/index.php/AAAI/article/view/7510,,
211. Optimal Strategies for Reviewing Search Results,,,https://ojs.aaai.org/index.php/AAAI/article/view/7497,,
212. Prioritization of Domain-Specific Web Information Extraction,,,https://ojs.aaai.org/index.php/AAAI/article/view/7500,,
213. Session Based Click Features for Recency Ranking,,,https://ojs.aaai.org/index.php/AAAI/article/view/7517,,
214. Utilizing Context in Generative Bayesian Models for Linked Corpus,,,https://ojs.aaai.org/index.php/AAAI/article/view/7520,,
215. PR + RQ ≈ PQ- Transliteration Mining Using Bridge Language,,,https://ojs.aaai.org/index.php/AAAI/article/view/7526,,
216. On the Reputation of Agent-Based Web Services,,,https://ojs.aaai.org/index.php/AAAI/article/view/7516,,
217. Towards an Intelligent Code Search Engine,,,https://ojs.aaai.org/index.php/AAAI/article/view/7503,,
218. Learning to Predict Opinion Share in Social Networks,,,https://ojs.aaai.org/index.php/AAAI/article/view/7501,,
219. Sentiment Analysis with Global Topics and Local Dependency,,,https://ojs.aaai.org/index.php/AAAI/article/view/7523,,
220. Subjective Trust Inference in Composite Services,,,https://ojs.aaai.org/index.php/AAAI/article/view/7504,,
221. Temporal Information Extraction,,,https://ojs.aaai.org/index.php/AAAI/article/view/7512,,
222. Optimal Social Trust Path Selection in Complex Social Networks,,,https://ojs.aaai.org/index.php/AAAI/article/view/7509,,
223. Diversifying Query Suggestion Results,,,https://ojs.aaai.org/index.php/AAAI/article/view/7514,,
224. Materializing and Persisting Inferred and Uncertain Knowledge in RDF Datasets,,,https://ojs.aaai.org/index.php/AAAI/article/view/7522,,
225. A Probabilistic-Logical Framework for Ontology Matching,,,https://ojs.aaai.org/index.php/AAAI/article/view/7508,,
226. Predicting the Importance of Newsfeed Posts and Social Network Friends,,,https://ojs.aaai.org/index.php/AAAI/article/view/7518,,
227. Extraction and Visualization of Implicit Social Relations on Social Networking Services,,,https://ojs.aaai.org/index.php/AAAI/article/view/7513,,
228. How Incomplete Is Your Semantic Web Reasoner-,,,https://ojs.aaai.org/index.php/AAAI/article/view/7498,,
229. A General Framework for Representing and Reasoning with Annotated Semantic Web Data,,,https://ojs.aaai.org/index.php/AAAI/article/view/7499,,
230. Integrity Constraints in OWL,,,https://ojs.aaai.org/index.php/AAAI/article/view/7525,,
231. News Recommendation in Forum-Based Social Media,,,https://ojs.aaai.org/index.php/AAAI/article/view/7502,,
232. Modeling Dynamic Multi-Topic Discussions in Online Forums,,,https://ojs.aaai.org/index.php/AAAI/article/view/7515,,
233. Keyword Extraction and Headline Generation Using Novel Word Features,,,https://ojs.aaai.org/index.php/AAAI/article/view/7511,,
234. Fast Algorithms for Top-k Approximate String Matching,,,https://ojs.aaai.org/index.php/AAAI/article/view/7527,,
235. Temporal and Social Context Based Burst Detection from Folksonomies,,,https://ojs.aaai.org/index.php/AAAI/article/view/7507,,
236. Commonsense Knowledge Mining from the Web,,,https://ojs.aaai.org/index.php/AAAI/article/view/7505,,
237. UserRec- A User Recommendation Framework in Social Tagging Systems,,,https://ojs.aaai.org/index.php/AAAI/article/view/7524,,
238. Automated Modelling and Solving in Constraint Programming,,,https://ojs.aaai.org/index.php/AAAI/article/view/7530,,
