title,keywords,group,link,pdf,abstract
Auto311- A Confidence-Guided Automated System for Non-emergency Calls,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30199,https://ojs.aaai.org/index.php/AAAI/article/view/30199/32129,Abstract
Blind-Touch- Homomorphic Encryption-Based Distributed Neural Network Inference for Privacy-Preserving Fingerprint Authentication,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30200,https://ojs.aaai.org/index.php/AAAI/article/view/30200/32131,Abstract
Identifying Guarantors of War Veterans Using Robust-SEAL- A Case of the Korean War,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30201,https://ojs.aaai.org/index.php/AAAI/article/view/30201/32133,Abstract
Fair Sampling in Diffusion Models through Switching Mechanism,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30202,https://ojs.aaai.org/index.php/AAAI/article/view/30202/32135,Abstract
Arbitrariness and Social Prediction- The Confounding Role of Variance in Fair Classification,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30203,https://ojs.aaai.org/index.php/AAAI/article/view/30203/32137,Abstract
Finding ε and δ of Traditional Disclosure Control Systems,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30204,https://ojs.aaai.org/index.php/AAAI/article/view/30204/32139,Abstract
MedAlign- A Clinician-Generated Dataset for Instruction Following with Electronic Medical Records,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30205,https://ojs.aaai.org/index.php/AAAI/article/view/30205/32141,Abstract
CLIPSyntel- CLIP and LLM Synergy for Multimodal Question Summarization in Healthcare,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30206,https://ojs.aaai.org/index.php/AAAI/article/view/30206/32143,Abstract
Benchmarking Cyber Harassment Dialogue Comprehension through Emotion-Informed Manifestations-Determinants Demarcation,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30207,https://ojs.aaai.org/index.php/AAAI/article/view/30207/32145,Abstract
Grey-Box Bayesian Optimization for Sensor Placement in Assisted Living Environments,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30208,https://ojs.aaai.org/index.php/AAAI/article/view/30208/32147,Abstract
Federated Learning via Input-Output Collaborative Distillation,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30209,https://ojs.aaai.org/index.php/AAAI/article/view/30209/32149,Abstract
Scaling Up Pareto Optimization for Tree Structures with Affine Transformations- Evaluating Hybrid Floating Solar-Hydropower Systems in the Amazon,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30210,https://ojs.aaai.org/index.php/AAAI/article/view/30210/32151,Abstract
Fair Multivariate Adaptive Regression Splines for Ensuring Equity and Transparency,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30211,https://ojs.aaai.org/index.php/AAAI/article/view/30211/32153,Abstract
Fair Graph Learning Using Constraint-Aware Priority Adjustment and Graph Masking in River Networks,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30212,https://ojs.aaai.org/index.php/AAAI/article/view/30212/32155,Abstract
"Multi-Modal Discussion Transformer- Integrating Text, Images and Graph Transformers to Detect Hate Speech on Social Media",General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30213,https://ojs.aaai.org/index.php/AAAI/article/view/30213/32157,Abstract
"Bad Actor, Good Advisor- Exploring the Role of Large Language Models in Fake News Detection",General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30214,https://ojs.aaai.org/index.php/AAAI/article/view/30214/32159,Abstract
Long-Term Fair Decision Making through Deep Generative Models,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30215,https://ojs.aaai.org/index.php/AAAI/article/view/30215/32161,Abstract
CityPulse- Fine-Grained Assessment of Urban Change with Street View Time Series,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30216,https://ojs.aaai.org/index.php/AAAI/article/view/30216/32163,Abstract
iTrendRNN- An Interpretable Trend-Aware RNN for Meteorological Spatiotemporal Prediction,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30217,https://ojs.aaai.org/index.php/AAAI/article/view/30217/32164,Abstract
Where It Really Matters- Few-Shot Environmental Conservation Media Monitoring for Low-Resource Languages,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30218,https://ojs.aaai.org/index.php/AAAI/article/view/30218/32166,Abstract
Active Reinforcement Learning for Robust Building Control,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30219,https://ojs.aaai.org/index.php/AAAI/article/view/30219/32168,Abstract
Adversarial Fairness Network,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30220,https://ojs.aaai.org/index.php/AAAI/article/view/30220/32170,Abstract
Unraveling Pain Levels- A Data-Uncertainty Guided Approach for Effective Pain Assessment,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30221,https://ojs.aaai.org/index.php/AAAI/article/view/30221/32172,Abstract
Outlier Ranking for Large-Scale Public Health Data,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30222,https://ojs.aaai.org/index.php/AAAI/article/view/30222/32173,Abstract
Deploying ADVISER- Impact and Lessons from Using Artificial Intelligence for Child Vaccination Uptake in Nigeria,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30223,https://ojs.aaai.org/index.php/AAAI/article/view/30223/32175,Abstract
Vector Field Oriented Diffusion Model for Crystal Material Generation,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30224,https://ojs.aaai.org/index.php/AAAI/article/view/30224/32176,Abstract
Combining Deep Learning and Street View Imagery to Map Smallholder Crop Types,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30225,https://ojs.aaai.org/index.php/AAAI/article/view/30225/32178,Abstract
GLH-Water- A Large-Scale Dataset for Global Surface Water Detection in Large-Size Very-High-Resolution Satellite Imagery,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30226,https://ojs.aaai.org/index.php/AAAI/article/view/30226/32180,Abstract
AutoLTS- Automating Cycling Stress Assessment via Contrastive Learning and Spatial Post-processing,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30227,https://ojs.aaai.org/index.php/AAAI/article/view/30227/32182,Abstract
Depression Detection via Capsule Networks with Contrastive Learning,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30228,https://ojs.aaai.org/index.php/AAAI/article/view/30228/32184,Abstract
On the Actionability of Outcome Prediction,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30229,https://ojs.aaai.org/index.php/AAAI/article/view/30229/32186,Abstract
Hear You Say You- An Efficient Framework for Marine Mammal Sounds’ Classification,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30230,https://ojs.aaai.org/index.php/AAAI/article/view/30230/32188,Abstract
Identifying and Addressing Disparities in Public Libraries with Bayesian Latent Variable Modeling,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30231,https://ojs.aaai.org/index.php/AAAI/article/view/30231/32190,Abstract
Interpretable Long-Form Legal Question Answering with Retrieval-Augmented Large Language Models,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30232,https://ojs.aaai.org/index.php/AAAI/article/view/30232/32192,Abstract
T-NET- Weakly Supervised Graph Learning for Combatting Human Trafficking,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30233,https://ojs.aaai.org/index.php/AAAI/article/view/30233/32194,Abstract
Promoting Fair Vaccination Strategies through Influence Maximization- A Case Study on COVID-19 Spread,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30234,https://ojs.aaai.org/index.php/AAAI/article/view/30234/32196,Abstract
DISCount- Counting in Large Image Collections with Detector-Based Importance Sampling,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30235,https://ojs.aaai.org/index.php/AAAI/article/view/30235/32198,Abstract
Discretionary Trees- Understanding Street-Level Bureaucracy via Machine Learning,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30236,https://ojs.aaai.org/index.php/AAAI/article/view/30236/32200,Abstract
IndicCONAN- A Multilingual Dataset for Combating Hate Speech in Indian Context,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30237,https://ojs.aaai.org/index.php/AAAI/article/view/30237/32202,Abstract
Carbon Footprint Reduction for Sustainable Data Centers in Real-Time,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30238,https://ojs.aaai.org/index.php/AAAI/article/view/30238/32204,Abstract
Evaluating Pre-trial Programs Using Interpretable Machine Learning Matching Algorithms for Causal Inference,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30239,https://ojs.aaai.org/index.php/AAAI/article/view/30239/32206,Abstract
Self-Supervised Framework Based on Subject-Wise Clustering for Human Subject Time Series Data,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30240,https://ojs.aaai.org/index.php/AAAI/article/view/30240/32208,Abstract
Characterizing Information Seeking Events in Health-Related Social Discourse,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30241,https://ojs.aaai.org/index.php/AAAI/article/view/30241/32210,Abstract
Nowcasting Temporal Trends Using Indirect Surveys,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30242,https://ojs.aaai.org/index.php/AAAI/article/view/30242/32212,Abstract
FairPlay- A Multi-Sided Fair Dynamic Pricing Policy for Hotels,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30243,https://ojs.aaai.org/index.php/AAAI/article/view/30243/32214,Abstract
Stable Matchings in Practice- A Constraint Programming Approach,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30244,https://ojs.aaai.org/index.php/AAAI/article/view/30244/32216,Abstract
"Social, Legal, Ethical, Empathetic, and Cultural Rules- Compilation and Reasoning",General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30245,https://ojs.aaai.org/index.php/AAAI/article/view/30245/32218,Abstract
Preventing Eviction-Caused Homelessness through ML-Informed Distribution of Rental Assistance,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30246,https://ojs.aaai.org/index.php/AAAI/article/view/30246/32220,Abstract
RLPeri- Accelerating Visual Perimetry Test with Reinforcement Learning and Convolutional Feature Extraction,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30247,https://ojs.aaai.org/index.php/AAAI/article/view/30247/32222,Abstract
Deep Reinforcement Learning for Early Diagnosis of Lung Cancer,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30248,https://ojs.aaai.org/index.php/AAAI/article/view/30248/32224,Abstract
SimFair- Physics-Guided Fairness-Aware Learning with Simulation Models,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30249,https://ojs.aaai.org/index.php/AAAI/article/view/30249/32226,Abstract
I Open at the Close- A Deep Reinforcement Learning Evaluation of Open Streets Initiatives,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30250,https://ojs.aaai.org/index.php/AAAI/article/view/30250/32228,Abstract
HarvestNet- A Dataset for Detecting Smallholder Farming Activity Using Harvest Piles and Remote Sensing,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30251,https://ojs.aaai.org/index.php/AAAI/article/view/30251/32230,Abstract
Harnessing Network Effect for Fake News Mitigation- Selecting Debunkers via Self-Imitation Learning,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30252,https://ojs.aaai.org/index.php/AAAI/article/view/30252/32232,Abstract
Spatial-Logic-Aware Weakly Supervised Learning for Flood Mapping on Earth Imagery,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30253,https://ojs.aaai.org/index.php/AAAI/article/view/30253/32234,Abstract
"Unveiling the Tapestry of Automated Essay Scoring- A Comprehensive Investigation of Accuracy, Fairness, and Generalizability",General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30254,https://ojs.aaai.org/index.php/AAAI/article/view/30254/32236,Abstract
Graph Bayesian Optimization for Multiplex Influence Maximization,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30255,https://ojs.aaai.org/index.php/AAAI/article/view/30255/32238,Abstract
Fairness-Aware Structured Pruning in Transformers,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30256,https://ojs.aaai.org/index.php/AAAI/article/view/30256/32240,Abstract
Estimating On-Road Transportation Carbon Emissions from Open Data of Road Network and Origin-Destination Flow Data,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30257,https://ojs.aaai.org/index.php/AAAI/article/view/30257/32242,Abstract
Towards Automatic Boundary Detection for Human-AI Collaborative Hybrid Essay in Education,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30258,https://ojs.aaai.org/index.php/AAAI/article/view/30258/32244,Abstract
Pre-trained Online Contrastive Learning for Insurance Fraud Detection,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30259,https://ojs.aaai.org/index.php/AAAI/article/view/30259/32246,Abstract
UV-SAM- Adapting Segment Anything Model for Urban Village Identification,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30260,https://ojs.aaai.org/index.php/AAAI/article/view/30260/32248,Abstract
Causally Aware Generative Adversarial Networks for Light Pollution Control,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30261,https://ojs.aaai.org/index.php/AAAI/article/view/30261/32249,Abstract
Multiple-Source Localization from a Single-Snapshot Observation Using Graph Bayesian Optimization,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30262,https://ojs.aaai.org/index.php/AAAI/article/view/30262/32251,Abstract
Leveraging Opposite Gender Interaction Ratio as a Path towards Fairness in Online Dating Recommendations Based on User Sexual Orientation,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30263,https://ojs.aaai.org/index.php/AAAI/article/view/30263/32253,Abstract
AI-Based Energy Transportation Safety- Pipeline Radial Threat Estimation Using Intelligent Sensing System,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30264,https://ojs.aaai.org/index.php/AAAI/article/view/30264/32255,Abstract
TAU- Trajectory Data Augmentation with Uncertainty for Next POI Recommendation,General,"Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: AAAI Technical Track on AI for Social Impact Track",https://ojs.aaai.org/index.php/AAAI/article/view/30265,https://ojs.aaai.org/index.php/AAAI/article/view/30265/32257,Abstract
Recommender Ecosystems- A Mechanism Design Perspective on Holistic Modeling and Optimization,"Recommender Systems, Mechanism Design, Multiagent Systems, Preference Elicitation, Social Choice, Reinforcement Learning, Generative Models","Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: Senior Member Presentation: Blue Sky Papers",https://ojs.aaai.org/index.php/AAAI/article/view/30266,https://ojs.aaai.org/index.php/AAAI/article/view/30266/32259,Abstract
Model Reprogramming- Resource-Efficient Cross-Domain Machine Learning,"Model Reprogramming, Transfer Learning, Resource Efficiency, Finetuning","Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: Senior Member Presentation: Blue Sky Papers",https://ojs.aaai.org/index.php/AAAI/article/view/30267,https://ojs.aaai.org/index.php/AAAI/article/view/30267/32260,Abstract
Conversational Modeling for Constraint Satisfaction,"CSO: Constraint Learning And Acquisition, CSO: Constraint Programming, HAI: Human-Computer Interaction, HAI: Human-in-the-loop Machine Learning, NLP: Conversational AI/Dialog Systems, NLP: (Large) Language Models","Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: Senior Member Presentation: Blue Sky Papers",https://ojs.aaai.org/index.php/AAAI/article/view/30268,https://ojs.aaai.org/index.php/AAAI/article/view/30268/32262,Abstract
Integrated Systems for Computational Scientific Discovery,"Scientific Discovery, Integrated Systems, Challenge Problem","Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: Senior Member Presentation: Blue Sky Papers",https://ojs.aaai.org/index.php/AAAI/article/view/30269,https://ojs.aaai.org/index.php/AAAI/article/view/30269/32263,Abstract
Towards a More Burkean Approach to Computational Social Choice,"Computational Social Choice, Voting, Elections, Parties, Executive Capacity","Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: Senior Member Presentation: Blue Sky Papers",https://ojs.aaai.org/index.php/AAAI/article/view/30270,https://ojs.aaai.org/index.php/AAAI/article/view/30270/32264,Abstract
Regeneration Learning- A Learning Paradigm for Data Generation,"Data Generation, Generative AI, Learning Paradigm, Representation Learning, Regeneration Learning","Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: Senior Member Presentation: Blue Sky Papers",https://ojs.aaai.org/index.php/AAAI/article/view/30271,https://ojs.aaai.org/index.php/AAAI/article/view/30271/32265,Abstract
The Fairness Fair- Bringing Human Perception into Collective Decision-Making,"Fairness, Fair Division, Mechanism Design, Human Perception, Collective Decision Making","Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track: Senior Member Presentation: Bridge Sky Papers",https://ojs.aaai.org/index.php/AAAI/article/view/30272,https://ojs.aaai.org/index.php/AAAI/article/view/30272/32266,Abstract
